OpenTimeStamp,Open,High,Close,Volume,CloseTimeStamp,rsi,stoch_rsi_smooth,wma,sma
1568160059999,17731.2286669,73,29.32625,5273.5674411,0,,,,
1568160119999,8737.9124424,60,29.57152,5315.0536927,0,100.0,,,
1568160179999,11830.7299411,53,28.55356,5133.2261692,0,19.416099997625025,0.0,,
1568160239999,5083.5137422,30,9.36329,1683.3174198,0,1.1991590681301432,0.0,,
1568160299999,14706.0347793,46,54.14778,9732.055148,0,69.02383105304133,22.882623044231337,,30.19248
1568160359999,27580.6796793,62,142.28242,25580.9969035,0,86.82409632018438,51.7706825804515,,52.783713999999996
1568160419999,28298.2724819,103,79.88437,14362.9311415,0,61.715706693791766,75.32945317844485,,62.846284000000004
1568160479999,6327.3470768,47,8.39034,1508.5394128,0,46.355989916060345,70.0261445633741,,58.81364
1568160539999,31254.6592597,48,162.19721,29181.0323824,0,65.06228988954581,56.546350643109996,,89.38042399999999
1568160599999,28040.2496102,68,102.50445,18457.2586649,0,57.306650469560196,42.00757259937157,,99.05175799999999
1568160659999,13224.2284901,55,41.49831,7476.281392,0,51.08336593264923,32.852115414899544,,78.894936
1568160719999,30381.0897125,100,31.24283,5623.0292876,0,50.16752561369767,24.235742909891567,,69.166628
1568160779999,11069.9712057,60,35.22356,6342.5219271,0,50.51191332517336,15.986463484755243,,74.53327199999998
1568160839999,7081.8298024,59,17.84385,3214.2128576,0,49.03246855674481,7.56260624006669,,45.66259999999999
1568160899999,712191.3903786,1231,2816.34876,510674.3083565,0,91.08360580103611,34.10404646245194,,588.4314619999999
1568160959999,476168.4858851,786,1556.99936,283577.482017,0,66.42044009400276,47.11652896665989,,891.5316719999998
1568161019999,356451.5787215,570,863.16913,156967.3180158,0,57.809184155692606,54.07370553318211,,1057.9169319999999
1568161079999,333796.1414712,463,1270.63443,231182.1110976,0,61.00185741561714,30.22833506542482,,1304.999106
1568161139999,335061.3111304,359,779.04699,141361.829363,0,55.86593802158525,16.445139432098262,,1457.239734
1568161199999,157834.4989175,257,507.25416,92116.7877013,0,52.86812748865474,9.487962865576044,,995.4208139999998
1568161259999,169946.0762449,170,372.19133,67645.1101288,0,52.27115370645962,0.0,,758.4592079999999
1568161319999,74041.3538429,149,144.86478,26287.167996,0,51.035302589324736,0.0,,614.798338
1568161379999,21481.0739094,95,41.31268,7499.216746,0,49.0759174629584,0.0,,368.9339879999999
1568161439999,16259.6625633,98,55.00409,9976.2048157,0,49.634319230265646,4.908323145988458,,224.12540799999994
1568161499999,25515.9304797,72,86.42815,15675.9363302,0,50.34747431858667,18.17345451370797,,139.9602059999999
1568161559999,33091.517397,76,57.14298,10353.6069381,0,50.19971638371206,37.29167865506967,,76.95053599999991
1568161619999,47313.2303815,123,57.39299,10401.0405142,0,50.17104716711026,61.09172455302147,,59.45617799999991
1568161679999,32694.9458091,50,163.05423,29563.1651596,0,51.10530648819619,81.15992651863529,,83.8044879999999
1568161739999,30772.3755594,91,90.11314,16357.2445329,0,14.531878721706988,62.041702377273594,,90.82629799999991
1568161799999,8658.4201874,48,18.55088,3367.4449755,0,21.032054695180122,39.257649036868045,,77.25084399999992
1568161859999,8644.6357266,32,24.26945,4404.3200284,0,28.679134221145816,18.818244769344435,,70.6761379999999
1568161919999,6643.8320338,45,16.8988,3067.3839148,0,10.001446440842756,18.818244769344435,,62.57729999999991
1568161979999,16221.8905577,39,69.39687,12599.3680704,0,18.547693203601085,28.146078873794256,,43.84582799999991
1568162039999,59621.6820014,98,143.34345,26038.4921157,0,30.441019509828635,48.585483141317866,,54.4918899999999
1568162099999,39488.7366036,94,43.57435,7916.4348262,0,31.641445088421875,81.9188164746512,,59.496583999999906
1568162159999,16389.7430647,62,17.68583,3212.7229954,0,40.83142305318209,100.0,,58.179859999999906
1568162219999,18338.44891,53,75.34702,13682.7355387,0,52.627452970034405,100.0,,69.86950399999992
1568162279999,7515.0864804,43,20.77769,3773.3265889,0,47.51458813548275,92.3183314648533,,60.1456679999999
1568162339999,21364.7882549,77,68.21452,12384.7174516,0,48.70744394139191,86.09194632488088,,45.11988199999991
1568162399999,61701.0748744,66,77.02976,13980.348092,0,51.453523540252114,82.774645396639,,51.81096399999991
1568162459999,20923.256174,77,40.94415,7426.52494,0,48.857599301971035,65.87874479945701,,56.46262799999992
1568162519999,13014.4072644,63,48.30791,8762.3143923,0,40.77048158155343,38.77179660609611,,51.05480599999991
1568162579999,24671.9094621,115,40.93143,7424.5934469,0,45.57767900025715,23.75522920135644,,55.08555399999991
1568162639999,43125.7657458,62,42.78222,7757.3543204,0,52.49113849363685,48.332798333685126,,49.999093999999914
1568162699999,42395.5854219,155,103.83037,18823.2767842,0,57.343900082761,81.66613166701846,,55.359215999999904
1568162759999,27441.6008389,148,42.47163,7697.7618313,0,52.14656597775819,89.54684755265562,,55.66471199999991
1568162819999,89042.7956543,148,367.33642,66594.5792821,0,67.16172229485049,89.54684755265562,,119.47041399999989
1568162879999,13923.4203969,95,47.4672,8600.790965,0,45.69659396866712,56.21351421932229,,120.7775679999999
1568162939999,118063.9770715,224,428.61495,77725.1390252,0,63.79741114759136,61.44220663994306,,197.9441139999999
1568162999999,9655.0507844,48,28.04559,5084.1427335,0,50.292645737168066,35.24611112269215,,182.7871579999999
1568163059999,13772.3997888,90,44.82155,8122.227942,0,49.117318116157016,40.55817525373093,,183.25714199999987
1568163119999,25716.1220444,93,76.778,13911.0742107,0,51.64077592262327,23.39573582944942,,125.14545799999992
1568163179999,15280.1044947,86,56.9157,10315.9516182,0,49.66351421005791,17.49871743325607,,127.03515799999991
1568163239999,24737.7870387,106,28.02665,5078.9935132,0,48.55789938144343,12.186653302217293,,46.91749799999991
1568163299999,22718.9267907,117,66.67177,12085.9222479,0,50.75599300207187,25.00691470449506,,54.642733999999905
1568163359999,20624.4804895,94,68.64464,12443.6788007,0,50.59948371377418,45.84114755950873,,59.40735199999991
1568163419999,58006.730933,90,289.68473,52523.4976802,0,56.51237575311125,79.17448089284206,,101.98869799999991
