OpenTimeStamp,Open,High,Close,Volume,CloseTimeStamp,rsi,stoch_rsi_smooth,wma,sma
1592092859999,641156.14814361,878,35.354772,335103.07082258,0,,,,
1592092919999,1002355.57664267,602,14.647845,138684.74469258,0,0.0,,,
1592092979999,142687.71850305,254,3.047553,28850.25921458,0,0.0,,,
1592093039999,193583.78546993,330,1.552341,14691.08316966,0,0.0,,,
1592093099999,166244.89772145,317,7.943081,75192.96583078,0,15.900064217376638,100.0,,12.5091184
1592093159999,175782.28173959,457,6.490805,61473.06462406,0,15.345591079860426,98.25638082357477,,6.736324999999999
1592093219999,151728.66455283,315,9.631221,91200.77202899,0,21.281617371088743,98.83758721571651,,5.7330002
1592093279999,111550.55404359,470,4.268719,40414.93549755,0,19.005915746206284,95.27316259954672,,5.9772334
1592093339999,145998.03684824,248,3.567203,33752.30496642,0,18.743713480863406,82.18415664165693,,6.380205800000001
1592093399999,251265.75487259,483,13.792767,130449.20656716,0,32.34805739033092,82.18415664165694,,7.550143
1592093459999,48022.08392036,175,2.272916,21505.40612039,0,27.214876291709032,73.1712722924415,,6.7065652
1592093519999,261095.86893842,326,6.928337,65535.48500536,0,31.601183714579633,85.59270280751737,,6.1659884
1592093579999,378945.83712869,443,26.758787,253038.61150042,0,45.572784472193256,85.59270280751737,,10.664002
1592093639999,75878.17373229,325,2.341056,22130.94348754,0,36.41398541738215,81.53994156961085,,10.4187726
1592093699999,78512.20723987,183,2.188767,20690.69438284,0,36.36840058124546,66.65708902266566,,8.0979726
1592093759999,165876.17985942,218,10.927767,103292.71828183,0,48.30417239604293,66.65708902266566,,9.8289428
1592093819999,120929.67080221,188,7.524904,71128.24454245,0,52.20589956050121,83.28715922595741,,9.9482562
1592093879999,87969.32521175,186,2.759771,26087.29768249,0,50.57630725613997,96.57018172188316,,5.148453
1592093939999,121814.14399383,171,10.568721,99926.88702921,0,51.23648018334288,94.5298356242489,,6.793986000000001
1592093999999,67773.63529042,220,2.95227,27912.50235167,0,48.425051770263906,62.229201991380656,,6.9466866
1592094059999,65177.02384613,208,2.964557,28030.84369813,0,46.94777789962253,32.32568693616415,,5.3540446
1592094119999,77980.62593012,162,4.383055,41425.37289748,0,50.054308131616736,25.17776757477604,,4.7256748
1592094179999,72793.14294972,202,3.975023,37559.92950573,0,50.19425083821937,49.37782068876373,,4.9687252
1592094239999,543775.78329256,649,28.79389,271831.70737335,0,56.27316511675748,82.71115402209706,,8.613759
1592094299999,76050.12432813,203,5.072947,47930.3138912,0,51.06249395001773,73.27402250326743,,9.0378944
1592094359999,104253.29877926,197,7.547414,71322.00448614,0,50.238867310634056,49.030514601281716,,9.954465800000001
1592094419999,40271.10751773,140,3.132254,29596.73172449,0,39.65297620086686,15.697181267948388,,9.7043056
1592094479999,76828.41408025,127,2.780822,26281.6426216,0,50.24403144389043,22.23059039620665,,9.4654654
1592094539999,52653.25974112,115,2.510403,23727.29266119,0,50.17824599898593,51.99131531748473,,4.208768
1592094599999,52127.16548221,101,3.708844,35057.00004352,0,45.63452264299111,70.81709583028852,,3.9359474000000008
1592094659999,142131.15122806,241,8.631267,81614.44111765,0,50.65697342718453,82.90908367988226,,4.152718
1592094719999,30420.20417968,126,1.456477,13772.39750096,0,49.24761774348709,76.13874222376144,,3.8175626
1592094779999,52147.95479077,132,3.749328,35457.88770582,0,45.795432597307,58.38089953142239,,4.0112638
1592094839999,48292.94707582,154,1.810201,17116.40789029,0,49.24283792816536,48.99547158145477,,3.8712234000000003
1592094899999,38551.64505636,108,1.666913,15761.60701848,0,49.14118750732805,47.956134681373754,,3.4628372
1592094959999,46725.36344906,118,1.487721,14066.96763152,0,48.05183950268924,68.6754302588531,,2.034128
1592095019999,30985.587461,75,0.70854,6699.41103748,0,47.813030538688494,64.23589660964937,,1.8845406
1592095079999,184771.52299744,262,2.733338,25827.72836382,0,24.886968698146447,41.29560513210607,,1.6813426
1592095139999,70680.35022734,230,2.256382,21312.53389633,0,45.083245977790014,47.26474879793026,,1.7705787999999998
1592095199999,140123.92612399,218,9.970384,94181.46576049,0,53.57559428204779,61.08971039710162,,3.4312729999999996
1592095259999,76701.2080114,170,1.382779,13059.98655088,0,47.70135625203902,87.59776261820546,,3.4102845999999993
1592095319999,88759.88884664,170,4.800922,45346.10869321,0,52.45627463934918,91.87418064317934,,4.2287609999999995
1592095379999,39248.92805426,102,0.60124,5678.84580522,0,47.881084682806595,69.5226496130395,,3.8023413999999995
1592095439999,185329.6721681,190,15.153461,143136.52267781,0,59.797758927135774,76.347930725269,,6.3817572
1592095499999,79531.29707324,158,5.901755,55774.3796765,0,47.82451945723071,44.65452911435046,,5.5680314
1592095559999,107375.3239561,206,2.00933,18996.78004914,0,50.464963881202884,41.023687622859825,,5.693341599999999
1592095619999,55572.31507832,174,4.242166,40096.80496974,0,50.414908534707564,14.901961707852559,,5.581590399999999
1592095679999,79834.61105761,242,2.417445,22850.29511369,0,50.51221089089288,22.045064064225755,,5.944831399999999
1592095739999,81257.05920108,211,3.442513,32530.77503651,0,51.47576729593286,48.02743658585624,,3.6026417999999993
1592095799999,31291.2270408,149,1.058014,9997.81305745,0,49.65548386747109,40.815829167530175,,2.6338935999999995
1592095859999,50364.74982202,165,2.57608,24351.17481662,0,51.47976169905047,66.66666666666667,,2.7472435999999996
1592095919999,87669.02949053,193,5.202593,49193.54480302,0,51.93805556074008,66.66666666666667,,2.939329
1592095979999,146600.45272007,282,13.213969,124924.95916657,0,57.69073686647694,100.0,,5.0986338
1592096039999,211116.75678179,228,19.04279,180099.01445663,0,56.54068085382979,95.22912341076074,,8.2186892
1592096099999,258422.78062748,336,24.085198,227898.0270059,0,67.2488540041607,95.22912341076074,,12.824125999999998
1592096159999,79264.87755539,201,4.479894,42387.8457248,0,49.804240825177466,61.8957900774274,,13.2048888
1592096219999,43891.93518173,150,1.940662,18355.34561059,0,50.83364581571444,35.30033021268551,,12.5525026
1592096279999,185254.27034429,282,12.200777,115371.47166501,0,48.05854549045811,1.9669968793521777,,12.349864199999999
1592096339999,87524.79207738,222,5.368417,50757.1616315,0,49.63779483966477,4.710133861020155,,9.614989599999998
1592096399999,84260.56900504,194,3.126158,29558.04850376,0,50.77585971896521,35.38236812076929,,5.4231815999999995
1592096459999,116051.54112255,213,5.454153,51575.02476944,0,50.840854891074336,68.71570145410263,,5.618033399999999
1592096519999,97480.38932642,211,3.197843,30237.68081189,0,50.53820309718331,95.67999152537142,,5.8694695999999995
1592096579999,84462.23084855,114,2.636902,24932.25539594,0,49.44082904762923,63.04076038627011,,3.9566945999999996
1592096639999,41499.94476903,117,0.64654,6113.45318529,0,49.71282652361401,36.18343788893359,,3.0123191999999994
1592096699999,26907.70292593,91,0.330251,3122.74380767,0,48.405863207396166,6.476010835996824,,2.4531377999999995
1592096759999,153718.70359293,279,2.157265,20392.51067126,0,47.81354564263533,6.476010835996824,,1.7937601999999995
1592096819999,106314.77877486,428,6.711255,63469.31602762,0,45.08735271986631,0.0,,2.496442599999999
1592096879999,91496.48811529,268,5.656334,53490.87010625,0,39.100663578110876,0.0,,3.1003289999999994
1592096939999,55971.93707708,208,3.584934,33899.67045971,0,32.45996491490574,0.0,,3.6880078
1592096999999,29951.53819657,87,1.200203,11349.02344933,0,46.02152282360495,29.44276897398518,,3.8619981999999995
1592097059999,97353.74895798,304,6.301247,59558.73799483,0,54.98014138095092,62.77610230731852,,4.690794599999999
1592097119999,69694.32386401,249,3.645556,34446.52986522,0,38.17533048164595,71.23572454186237,,4.0776547999999995
1592097179999,68160.69983051,224,1.861358,17588.01244852,0,44.36655851347754,59.416549853833736,,3.3186595999999993
1592097239999,61555.34282705,207,2.229466,21064.86201243,0,48.46735004287083,46.49804420069077,,3.0475659999999993
1592097299999,36474.57378583,149,1.763077,16657.07331695,0,43.26234216389473,48.1288095992486,,3.1601407999999993
1592097359999,29886.12938355,126,1.07571,10164.23329345,0,45.890913892933064,55.49410230283079,,2.1150333999999993
1592097419999,39213.35422768,110,2.906416,27466.8913938,0,50.49740128250888,68.41260795597375,,1.9672053999999992
1592097479999,83901.55469686,183,5.612405,53031.50436264,0,58.92889475725854,91.65555365620541,,2.7174147999999994
1592097539999,85958.76284092,233,2.820416,26643.85331103,0,54.111417038240944,89.74997277308212,,2.8356047999999996
1592097599999,38915.16166493,127,2.464741,23277.28428339,0,50.53358650388284,68.28624987319931,,2.9759375999999995
1592097659999,65123.99743054,216,4.571805,43166.44516096,0,45.94267413588603,34.95291653986598,,3.6751565999999998
1592097719999,112258.11801466,262,6.639509,62700.69043003,0,51.79555304421735,26.89291623575286,,4.421775199999999
1592097779999,130892.14083772,216,11.161537,105370.26537849,0,62.70019698824785,48.35663913563568,,5.531601599999999
1592097839999,93237.80083954,216,3.187996,30098.65493137,0,52.80623052568967,62.0093260517815,,5.605117599999999
1592097899999,158636.15525156,212,12.029065,113576.41411149,0,57.313816468142846,69.605000458029,,7.517982399999999
1592097959999,78571.92885362,151,2.04296,19288.55134963,0,48.276331156223506,36.27166712469567,,7.0122133999999985
1592098019999,81736.91097486,219,6.969944,65803.88369857,0,55.14659691201727,38.4960592935484,,7.078300399999999
1592098079999,124384.03265702,167,6.555188,61884.65656752,0,54.353815780007345,38.29291864665323,,6.1570306
1592098139999,344299.55149102,261,12.894623,121728.89898478,0,60.01931902863295,71.62625197998656,,8.098355999999999
1592098199999,123654.16226217,167,11.297607,106649.92071456,0,59.05232550138407,86.33762409736936,,7.9520644
1592098259999,403726.47024044,306,26.374459,248971.00003382,0,66.83353894151779,97.25511786904802,,12.8183642
1592098319999,211124.48991775,255,9.254124,87387.89313603,0,52.164583368823074,63.921784535714686,,13.2752002
1592098379999,157004.41771771,228,11.612314,109670.18430354,0,55.252861163667546,40.35105130591369,,14.2866254
1592098439999,73379.90339806,151,3.016103,28478.13841564,0,50.29989027197473,7.017717972580363,,12.3109214
1592098499999,45775.24701497,158,2.525433,23844.4418762,0,48.86704036243866,7.017717972580363,,10.5564866
1592098559999,111889.01578892,149,6.461097,61018.18742512,0,49.90322509535159,5.408778631942023,,6.573814199999998
1592098619999,150250.2750634,166,1.699578,16047.3073317,0,44.88090876587524,5.408778631942023,,5.062904999999999
1592098679999,40454.34967955,115,1.85129,17476.29946091,0,49.209952116468905,32.03766541765372,,3.1107001999999992
1592098739999,57434.27141992,288,3.191821,30124.48983199,0,44.26867393085865,26.628886785711703,,3.1458437999999993
1592098799999,56231.25987673,138,2.640255,24921.5139591,0,50.441385071890494,59.962220119045035,,3.168808199999999
1592098859999,78334.17051511,144,6.785834,64046.21024529,0,49.86235802863503,63.53985561057335,,3.2337555999999994
1592098919999,18264.32610333,100,1.206339,11386.54257864,0,46.28783003347571,74.44352530818337,,3.1351077999999992
1592098979999,82279.872991,85,3.053349,28818.09498609,0,42.715816696236324,41.11019197485003,,3.3755195999999996
1592099039999,127285.86719983,209,12.015592,113453.01318901,0,50.4791832763091,44.237003030943356,,5.140273799999999
1592099099999,46511.66015603,114,1.771155,16728.96640485,0,32.44756572011633,33.33333333333334,,4.966453799999999
1592099159999,30861.13027295,95,1.311684,12385.56126305,0,42.56664074462898,52.03950319113654,,3.871623799999999
1592099219999,38522.69718933,126,3.609917,34091.66978441,0,42.50211203769949,37.29305164336628,,4.352339399999999
1592099279999,289606.47984095,398,19.461183,183861.50041115,0,63.56420641340603,70.62638497669961,,7.633906199999998
1592099339999,57829.23243579,186,2.584181,24420.66591598,0,50.03814521434042,70.76391536234578,,5.747623999999999
1592099399999,48987.3727107,116,1.286354,12155.11165335,0,46.520848628072564,58.53717440400637,,5.6506637999999985
1592099459999,62588.15310358,150,2.406829,22740.99598809,0,50.49998764966858,37.861454742739774,,5.869692799999998
1592099519999,43316.7047338,143,1.511655,14280.62622536,0,49.762394339165375,25.357557081858772,,5.450040399999999
1592099579999,38829.47377403,100,2.238752,21148.09119776,0,49.327468929444045,42.508535001170344,,2.0055541999999997
