OpenTimeStamp,Open,High,Low,Close,Volume,CloseTimeStamp,rsi,stoch_rsi_smooth,wma,sma
57923530.0,1685145659999,495.07296676,8,40602056.0,347.1475788,0,,,,
553874591.0,1685145719999,4730.22376871,14,13476157.0,115.22114235,0,0.0,,,
58294441.0,1685145779999,497.83452614,2,0.0,0.0,0,0.0,,,
1756440.0,1685145839999,14.9999976,1,0.0,0.0,0,0.0,,,
67100908.0,1685145899999,573.04175432,5,0.0,0.0,0,0.0,,,10815642.6
35955480.0,1685145959999,307.1049131,5,4511390.0,38.5723845,0,10.000100635185348,100.0,,3597509.4
20929597.0,1685146019999,178.77502261,8,3626423.0,31.00591665,0,9.807707931141024,99.03804616041867,,1627562.6
96452496.0,1685146079999,823.87680895,5,17249311.0,147.48160905,0,30.41577036368261,99.35869744027912,,5077424.8
364728894.0,1685146139999,3118.37083927,17,358608451.0,3066.10225605,0,89.65360432630179,99.35869744027912,,76799115.0
270508266.0,1685146199999,2310.14059164,13,0.0,0.0,0,47.32736639334637,82.3300299519126,,76799115.0
43093013.0,1685146259999,368.04406722,7,2973620.0,25.424451,0,47.53276384507084,64.74580735025957,,76491561.0
11873448.0,1685146319999,101.39924592,3,0.0,0.0,0,47.34812934995471,40.94037077569751,,75766276.4
794917925.0,1685146379999,6785.37860642,50,26710998.0,228.21777541,0,49.12331282285617,26.69137559655366,,77658613.8
60395857.0,1685146439999,515.17666021,1,0.0,0.0,0,47.521115267568355,14.538305203984342,,5936923.6
32376467.0,1685146499999,276.44466337,9,27339986.0,233.48348044,0,49.216465818568516,38.34374177854641,,11404920.8
62530244.0,1685146559999,533.96497171,10,58199039.0,497.01979306,0,52.63066099352006,70.26270700577766,,22450004.6
176353667.0,1685146619999,1505.0900764,8,79329689.0,677.47554406,0,54.62463600348846,100.0,,38315942.4
1826313.0,1685146679999,15.59671302,2,1826313.0,15.59671302,0,50.09764404481101,78.75705054356132,,33339005.4
12359326.0,1685146739999,105.51699329,7,9194251.0,78.51890354,0,50.487729138312396,53.259166639985516,,35177855.6
2035471.0,1685146799999,17.38292234,2,2035471.0,17.38292234,0,49.86902733262057,19.92583330665218,,30116952.6
44024320.0,1685146859999,375.92832943,3,40087983.0,342.35137482,0,51.85579188071534,21.76121362103322,,26494741.4
1748023342.0,1685146919999,14910.65940944,35,2030218.0,17.33806172,0,49.244190062835756,13.925764191275691,,11034847.2
126915665.0,1685146979999,1083.17607578,6,58545333.0,499.97714382,0,29.218936749131572,13.92576419127569,,22378651.2
11196953.0,1685147039999,95.5685571,3,5854801.0,50.00000054,0,50.70362602628727,31.636740398595204,,21710761.2
40671974.0,1685147099999,347.31769511,5,38575689.0,329.43638406,0,53.99312371565863,64.97007373192854,,29018804.8
31286137.0,1685147159999,266.87074861,2,0.0,0.0,0,50.0,92.93071313850949,,21001208.2
899419017.0,1685147219999,7671.63913145,29,28616542.0,244.09910326,0,50.19713890895189,89.51985988091906,,26318473.0
99175186.0,1685147279999,844.99077983,21,1819511.0,15.52042883,0,50.188204823708766,57.75760086692742,,14973308.6
136939888.0,1685147339999,1166.72784576,10,0.0,0.0,0,47.01440782871853,29.796961460346452,,13802348.4
6140338.0,1685147399999,52.32767976,3,1200000.0,10.236,0,43.34444225367814,1.5710743193416856,,6327210.6
