Open Time,Open,High,Low,Close,Volume,Close Time,rsi,stoch_rsi_smooth,wma,sma
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.67e-06,1917806333,1680000000000.0,16.666666666666657,19.444444444444446,,8.676e-06
1680000000000.0,8.66e-06,8.67e-06,8.66e-06,8.67e-06,1803419487,1680000000000.0,20.0,26.111111111111132,,8.674e-06
1680000000000.0,8.66e-06,8.67e-06,8.64e-06,8.65e-06,5425784139,1680000000000.0,14.285714285714292,6.666666666666693,,8.668e-06
1680000000000.0,8.65e-06,8.67e-06,8.65e-06,8.66e-06,2635929657,1680000000000.0,28.57142857142857,31.666666666666696,,8.666000000000001e-06
1680000000000.0,8.67e-06,8.67e-06,8.66e-06,8.66e-06,77952508,1680000000000.0,28.57142857142857,58.33333333333334,,8.662e-06
1680000000000.0,8.67e-06,8.67e-06,8.67e-06,8.67e-06,18125105,1680000000000.0,37.5,91.66666666666667,,8.662000000000001e-06
1680000000000.0,8.67e-06,8.67e-06,8.66e-06,8.66e-06,44415153,1680000000000.0,33.33333333333333,94.01709401709401,,8.659999999999998e-06
1680000000000.0,8.66e-06,8.67e-06,8.66e-06,8.67e-06,720147440,1680000000000.0,44.44444444444444,94.01709401709401,,8.664e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,178314935,1680000000000.0,50.0,94.01709401709401,,8.667999999999999e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.67e-06,2572022114,1680000000000.0,45.45454545454546,90.90909090909093,,8.67e-06
1680000000000.0,8.67e-06,8.67e-06,8.67e-06,8.67e-06,20621766,1680000000000.0,45.45454545454546,81.81818181818186,,8.67e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,141740950,1680000000000.0,50.0,81.81818181818186,,8.674e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.68e-06,70744613,1680000000000.0,54.54545454545455,90.90909090909093,,8.676e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.68e-06,294762391,1680000000000.0,50.0,83.33333333333333,,8.676e-06
1680000000000.0,8.68e-06,8.68e-06,8.67e-06,8.68e-06,87195759,1680000000000.0,55.55555555555556,83.33333333333333,,8.677999999999999e-06
1680000000000.0,8.67e-06,8.68e-06,8.67e-06,8.68e-06,416575725,1680000000000.0,55.55555555555556,83.33333333333333,,8.68e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.69e-06,1995540426,1680000000000.0,75.0,100.0,,8.682e-06
1680000000000.0,8.69e-06,8.69e-06,8.68e-06,8.68e-06,463174541,1680000000000.0,62.50000000000001,83.33333333333336,,8.682e-06
1680000000000.0,8.68e-06,8.69e-06,8.68e-06,8.68e-06,91017450,1680000000000.0,62.50000000000001,61.90476190476193,,8.682e-06
1680000000000.0,8.69e-06,8.69e-06,8.69e-06,8.69e-06,876886914,1680000000000.0,62.50000000000001,40.47619047619052,,8.684e-06
1680000000000.0,8.68e-06,8.68e-06,8.68e-06,8.68e-06,2515267357,1680000000000.0,62.50000000000001,23.809523809523842,,8.683999999999999e-06
1680000000000.0,8.68e-06,8.69e-06,8.67e-06,8.68e-06,1643363685,1680000000000.0,57.142857142857146,11.904761904761925,,8.682000000000001e-06
