OpenTimeStamp,Open,High,Low,Close,Volume,CloseTimeStamp
1686528000000,0.00000667,0.00000667,0.00000665,0.00000665,1589912099.00,1686528059999,10583.16993614,32,307547856.00,2048.35627904,0
1686528060000,0.00000666,0.00000666,0.00000664,0.00000664,1522065321.00,1686528119999,10118.88690696,43,973710.00,6.48490860,0
1686528120000,0.00000665,0.00000665,0.00000664,0.00000665,1498633832.00,1686528179999,9958.36276700,45,743412252.00,4943.69147580,0
1686528180000,0.00000665,0.00000665,0.00000664,0.00000665,329203225.00,1686528239999,2188.60606621,11,269665221.00,1793.27371965,0
1686528240000,0.00000664,0.00000665,0.00000664,0.00000664,7017499154.00,1686528299999,46605.80489256,175,961051000.00,6390.98915000,0
1686528300000,0.00000664,0.00000664,0.00000661,0.00000661,19355060311.00,1686528359999,128268.77112985,365,1419695980.00,9410.26419413,0
1686528360000,0.00000661,0.00000663,0.00000661,0.00000661,9126645221.00,1686528419999,60403.05752408,229,2373867063.00,15721.26210807,0
1686528420000,0.00000661,0.00000663,0.00000661,0.00000662,6142495059.00,1686528479999,40650.82543894,110,722222133.00,4781.21181098,0
1686528480000,0.00000663,0.00000663,0.00000662,0.00000662,292091148.00,1686528539999,1934.08359260,26,44019284.00,291.84785292,0
1686528540000,0.00000663,0.00000664,0.00000662,0.00000663,988322620.00,1686528599999,6556.20953106,58,946390745.00,6278.32150935,0
1686528600000,0.00000664,0.00000665,0.00000664,0.00000665,797105463.00,1686528659999,5293.29074271,76,434411623.00,2885.00364511,0
1686528660000,0.00000665,0.00000665,0.00000665,0.00000665,0.00,1686528719999,0.00000000,0,0.00,0.00000000,0
1686528720000,0.00000664,0.00000665,0.00000664,0.00000665,519685329.00,1686528779999,3454.87960370,17,416901914.00,2772.39772810,0
1686528780000,0.00000665,0.00000665,0.00000664,0.00000664,3217016857.00,1686528839999,21363.20817238,108,221624190.00,1473.80086350,0
1686528840000,0.00000665,0.00000665,0.00000663,0.00000664,4518274160.00,1686528899999,30001.04282868,70,1010151003.00,6707.66485769,0
1686528900000,0.00000663,0.00000665,0.00000663,0.00000664,6462587448.00,1686528959999,42913.27719912,100,1720772401.00,11427.92241379,0
1686528960000,0.00000663,0.00000663,0.00000662,0.00000662,823656189.00,1686529019999,5460.75191913,69,351534803.00,2330.67574389,0
1686529020000,0.00000662,0.00000663,0.00000662,0.00000663,513873035.00,1686529079999,3403.41989668,12,158040498.00,1047.80850174,0
1686529080000,0.00000662,0.00000663,0.00000662,0.00000662,867020464.00,1686529139999,5740.97397562,52,265543064.00,1759.19358762,0
1686529140000,0.00000662,0.00000662,0.00000659,0.00000660,8832718667.00,1686529199999,58283.37309311,191,831075621.00,5483.01492068,0
1686529200000,0.00000660,0.00000661,0.00000660,0.00000661,1626937425.00,1686529259999,10743.94551670,104,1246623399.00,8233.87294510,0
