1659016440000,1617.32000000,1621.37000000,1611.41000000,1617.86000000,4327.14890000,1659016499999,6994492.46100400,4829,1466.46580000,2370676.00287000,0
1659016500000,1618.17000000,1622.97000000,1617.66000000,1622.29000000,1773.93590000,1659016559999,2874058.09718200,1997,1011.78630000,1639234.17304100,0
1659016560000,1622.29000000,1623.02000000,1618.64000000,1618.90000000,1294.48690000,1659016619999,2098488.00373600,1548,637.55210000,1033500.41298500,0
1659016620000,1618.90000000,1624.74000000,1617.46000000,1622.11000000,2552.57610000,1659016679999,4139886.86872600,2331,1286.25010000,2085859.58160700,0
1659016680000,1622.11000000,1624.43000000,1619.68000000,1622.78000000,1420.84350000,1659016739999,2304519.41714900,1640,790.83790000,1282685.63357100,0
1659016740000,1622.77000000,1623.49000000,1618.91000000,1620.33000000,1339.45040000,1659016799999,2171187.82484500,1557,623.98260000,1011331.78416800,0
1659016800000,1620.33000000,1624.76000000,1620.21000000,1621.82000000,1432.00950000,1659016859999,2324017.28323800,1669,626.44560000,1016409.47624600,0
1659016860000,1621.82000000,1625.79000000,1619.70000000,1625.40000000,1458.13070000,1659016919999,2365571.03106600,1696,751.83820000,1219660.37741400,0
1659016920000,1625.39000000,1625.62000000,1620.31000000,1622.77000000,1191.88020000,1659016979999,1934836.05101000,1608,549.56920000,892081.17960400,0
1659016980000,1622.77000000,1626.41000000,1622.36000000,1624.47000000,897.85740000,1659017039999,1458808.33736800,996,607.00970000,986281.18586900,0
1659017040000,1624.47000000,1625.10000000,1621.03000000,1622.30000000,766.13500000,1659017099999,1243239.83296700,1010,401.30050000,651114.95555800,0
1659017100000,1622.30000000,1623.94000000,1618.64000000,1618.64000000,917.04730000,1659017159999,1487080.10855600,1163,376.46700000,610560.64199700,0
1659017160000,1618.64000000,1619.33000000,1613.81000000,1615.27000000,1870.87380000,1659017219999,3023775.26635100,2252,865.66790000,1399061.35250100,0
1659017220000,1615.28000000,1618.73000000,1615.27000000,1617.65000000,967.37750000,1659017279999,1564576.93892000,1339,485.41530000,785006.27643500,0
1659017280000,1617.64000000,1619.47000000,1612.51000000,1614.12000000,1989.80700000,1659017339999,3215420.62568500,2039,758.72310000,1225846.16701600,0
1659017340000,1614.12000000,1620.50000000,1613.98000000,1619.83000000,1409.80840000,1659017399999,2280878.94933300,1663,803.85250000,1300650.55773500,0
1659017400000,1619.84000000,1623.78000000,1619.84000000,1621.63000000,1533.93970000,1659017459999,2488467.23591000,1790,1018.23610000,1651748.85119000,0
1659017460000,1621.63000000,1622.34000000,1619.49000000,1621.76000000,732.15710000,1659017519999,1186717.93682700,1123,389.36970000,631048.74620600,0
1659017520000,1621.76000000,1621.81000000,1618.20000000,1619.83000000,739.07710000,1659017579999,1197179.26990300,894,460.27700000,745626.52596000,0
1659017580000,1619.83000000,1627.00000000,1619.16000000,1626.61000000,1587.72230000,1659017639999,2579342.05116300,1755,940.25500000,1527486.33073800,0
1659017640000,1626.62000000,1628.56000000,1624.84000000,1628.18000000,904.65420000,1659017699999,1471241.53245400,1220,569.40990000,925954.67327200,0
1659017700000,1628.19000000,1633.00000000,1627.74000000,1630.86000000,1721.85730000,1659017759999,2807630.86843400,1940,1055.42710000,1720938.22550400,0
1659017760000,1630.87000000,1633.29000000,1628.47000000,1630.25000000,1062.40590000,1659017819999,1732292.89627400,1369,550.13840000,896945.11552000,0
1659017820000,1630.26000000,1632.00000000,1627.99000000,1629.42000000,1158.26960000,1659017879999,1887065.65821400,1378,607.63350000,989792.64047300,0
1659017880000,1629.42000000,1629.57000000,1627.12000000,1628.26000000,549.41900000,1659017939999,894850.65250900,853,316.04160000,514717.34482100,0
1659017940000,1628.26000000,1630.34000000,1627.80000000,1628.91000000,596.97280000,1659017999999,972256.34673900,867,254.77580000,414966.79453700,0
1659018000000,1628.90000000,1630.31000000,1623.55000000,1626.35000000,810.58790000,1659018059999,1318042.04258800,1136,477.55230000,776473.82263800,0
1659018060000,1626.35000000,1628.58000000,1624.33000000,1624.34000000,2120.15920000,1659018119999,3448201.66646000,1293,842.84870000,1370724.11935900,0
1659018120000,1624.33000000,1626.41000000,1621.33000000,1623.47000000,2010.88270000,1659018179999,3266137.17454800,1923,925.57940000,1503149.18619600,0
1659018180000,1623.48000000,1627.60000000,1623.47000000,1627.49000000,858.93440000,1659018239999,1396684.65507500,1124,505.74690000,822276.97439800,0
1659018240000,1627.49000000,1628.58000000,1626.24000000,1627.47000000,977.77030000,1659018299999,1591223.60727600,850,619.68510000,1008405.33180800,0
1659018300000,1627.50000000,1629.24000000,1624.36000000,1624.37000000,879.16180000,1659018359999,1430549.69413300,1022,421.54620000,685817.53688200,0
1659018360000,1624.36000000,1627.51000000,1623.44000000,1623.70000000,539.95530000,1659018419999,877739.99742100,845,272.23880000,442542.21930000,0
1659018420000,1623.69000000,1626.32000000,1622.23000000,1625.62000000,687.00920000,1659018479999,1115942.70068300,858,338.51460000,549831.52542800,0
1659018480000,1625.62000000,1627.75000000,1625.01000000,1627.42000000,372.47440000,1659018539999,605847.36332800,728,158.66950000,258059.38108500,0
1659018540000,1627.43000000,1628.77000000,1625.28000000,1627.92000000,340.40280000,1659018599999,553882.76788100,667,162.51460000,264390.84776300,0
1659018600000,1627.93000000,1629.89000000,1626.47000000,1626.92000000,711.44420000,1659018659999,1158613.77622400,897,495.50760000,806955.73384100,0
