OpenTimeStamp,Open,High,Low,Close,Volume,CloseTimeStamp,rsi,stoch_rsi_smooth,wma,sma
1226336883.0,1684627259999,10693.64057288,15,1224632195.0,10678.7927404,0,,,,
5902391667.0,1684627319999,51409.88705132,50,5563175.0,48.510886,0,0.0,,,
116176019.0,1684627379999,1012.78740907,16,89428358.0,779.81528176,0,6.436639916804765,100.0,,
105059959.0,1684627439999,915.46488363,9,39264074.0,342.38272528,0,6.198010256144798,98.14631808098389,,
191552774.0,1684627499999,1670.29359585,9,186893431.0,1629.71071832,0,15.425484435804208,98.76421205398925,,309156246.6
113569710.0,1684627559999,990.06077409,7,86859999.0,757.41919128,0,14.46152799113564,96.68117332527545,,81601807.4
112123649.0,1684627619999,977.00031204,11,40332925.0,351.703106,0,14.053067272648406,92.95924067720391,,88555757.4
43368909.0,1684627679999,378.13370746,8,39051007.0,340.52478104,0,14.042139694830396,87.96204529437209,,78480287.2
186125605.0,1684627739999,1622.93348431,8,177946476.0,1551.69327072,0,20.721516576963623,90.0450840230859,,106216767.6
3718924275.0,1684627799999,32429.07888276,39,3619724381.0,31564.08146531,0,72.90094275549916,95.0028046171682,,792782957.6
2317927861.0,1684627859999,20212.35038522,16,11943730.0,104.1687629,0,43.13859267106125,83.14477555506276,,777799703.8
124750718.0,1684627919999,1086.69584158,8,11708780.0,102.1005616,0,43.137445775618964,66.28890159219299,,772074874.8
101223884.0,1684627979999,882.66647719,8,100644755.0,877.6222636,0,43.70399474496458,47.637266807610025,,784393624.4
24088140.0,1684628039999,210.0369,3,22920060.0,199.8629232,0,43.3267279884123,31.371142656671903,,753388341.2
70416414.0,1684628099999,613.71009889,7,38313295.0,334.0919324,0,43.42345209367156,31.721079417734217,,37106124.0
19028344.0,1684628159999,165.76106879,3,2419255.0,21.0959036,0,49.97993960843597,50.372714202317184,,35201229.0
112926027.0,1684628219999,984.49633432,11,91063915.0,794.0773388,0,50.01042962746231,83.49406279819253,,51072256.0
125674087.0,1684628279999,1095.21355185,8,59225408.0,516.44555776,0,50.127587724994676,100.0,,42788386.6
62742341.0,1684628339999,546.68426196,6,19847185.0,173.0674532,0,48.91730057201283,93.98238530394515,,42173811.6
241818728.0,1684628399999,2106.38524903,6,14412815.0,125.6797468,0,49.524608660512605,77.37533291982074,,37393715.6
93883647.0,1684628459999,817.75180146,9,2523609.0,22.00587048,0,49.75076599492244,66.99703194819206,,37414586.4
33363125.0,1684628519999,290.59281875,2,0.0,0.0,0,49.742623065178506,62.41207576212988,,19201803.4
100394377.0,1684628579999,875.38046011,2,94543644.0,824.42057568,0,49.44707702200975,66.87349440368439,,26265450.6
18578289.0,1684628639999,161.85120033,5,3430314.0,29.91233808,0,6.859817196005693,43.91846204197973,,22982076.4
126041882.0,1684628699999,1097.83250222,4,771000.0,6.72312,0,49.04703325335384,53.97411664667277,,20253713.4
294878172.0,1684628759999,2569.76015469,5,137127657.0,1195.75316904,0,58.681556206488125,66.11975038924267,,47174523.0
68716058.0,1684628819999,598.91336367,6,39649849.0,345.74668328,0,45.827247138661065,91.18479753401532,,55104492.8
430182452.0,1684628879999,3746.88915692,22,0.0,0.0,0,48.34583015445351,85.0834575330308,,36195764.0
161173949.0,1684628939999,1403.95054022,7,12544443.0,109.38754296,0,48.13255022852023,57.728153506692244,,38018589.8
57318373.0,1684628999999,499.81621256,3,57318373.0,499.81621256,0,53.92794459806286,53.66954453155762,,49328064.4
28415968.0,1684629059999,247.53993396,4,3685268.0,32.13553696,0,43.418458755276,26.984467476632798,,22639586.6
46187380.0,1684629119999,402.6539536,6,36187380.0,315.5539536,0,48.266460851469326,36.38302959290203,,21947092.8
89509273.0,1684629179999,779.67916414,4,5339631.0,46.56158232,0,48.89415555071569,32.74406584066668,,23015019.0
1663240925.0,1684629239999,14503.87806783,50,1657037190.0,14449.78149863,0,85.67491069997165,66.077399174,,351913568.4
41140558.0,1684629299999,358.74566576,6,0.0,0.0,0,49.968034220227636,55.867336697624076,,340449893.8
10926709.0,1684629359999,95.38214712,7,10124464.0,88.38657072,0,50.12799700939868,40.15861065166178,,341737733.0
111146162.0,1684629419999,969.21872964,4,2419700.0,21.123981,0,48.80919038393355,6.825277318328443,,334984197.0
194308383.0,1684629479999,1694.36909976,3,0.0,0.0,0,49.95461861668633,2.6944243534758954,,333916270.8
29865137.0,1684629539999,260.52978223,6,10578759.0,92.35256607,0,50.129480559609576,34.369009315368864,,4624584.6
107039102.0,1684629599999,934.31228174,12,93131230.0,813.0356379,0,49.41079537105955,49.55771551065563,,23250830.6
72058339.0,1684629659999,629.03350058,5,68478450.0,597.8168685,0,50.393756007827825,81.85537286195346,,34921627.8
9020611.0,1684629719999,78.69317648,5,3344856.0,29.20059288,0,50.045369942252385,70.04119799255601,,35106659.0
194620061.0,1684629779999,1698.98981992,12,190288800.0,1661.221224,0,52.30202895078397,88.18582513060257,,73164419.0
108747585.0,1684629839999,949.36641705,4,108747585.0,949.36641705,0,50.659793910231144,69.25232615552314,,92798184.2
47639635.0,1684629899999,415.88025209,4,46263489.0,403.88025897,0,50.545005359051174,55.11333183261541,,83424636.0
30187059.0,1684629959999,263.36982808,3,13867360.0,121.0620528,0,49.71429382713416,21.779998499282076,,72502418.0
999015724.0,1684630019999,8721.99303244,35,887658868.0,7749.84767956,0,59.289412814695375,40.7134974743615,,249365220.4
225075110.0,1684630079999,1965.60905172,11,70334142.0,614.72040108,0,29.733964416154066,33.33333333333334,,225374288.8
2037133281.0,1684630139999,17806.70920792,86,1990638885.0,17400.34818688,0,73.82313702405835,66.66666666666667,,601752548.8
234681755.0,1684630199999,2053.20131808,10,208277938.0,1822.4319575,0,51.66510224699107,49.914228016839076,,634155438.6
630410168.0,1684630259999,5515.66978297,28,588491465.0,5149.30031875,0,54.634665075855516,68.74024143979398,,749080259.6
34086271.0,1684630319999,298.04634295,6,13233441.0,115.79260875,0,50.09595657329207,50.80146036854862,,574195174.2
6690849.0,1684630379999,58.49228697,2,1426671.0,12.48337125,0,49.93364940883147,34.220565685042885,,560413680.0
360912338.0,1684630439999,3155.94854365,15,157470953.0,1377.87083875,0,50.46153054040824,19.137581208503885,,193780093.6
82319014.0,1684630499999,720.22718077,12,75899841.0,664.12360875,0,50.052804942274,4.587921071028925,,167304474.2
157345104.0,1684630559999,1375.49293196,9,29672300.0,259.632625,0,50.18783130069557,20.638371109838733,,55540641.2
13679400.0,1684630619999,119.69475,5,13679400.0,119.69475,0,48.70848911518738,16.895342163422832,,55629833.0
192309683.0,1684630679999,1682.58654413,8,179991471.0,1574.92537125,0,50.51461265827676,49.38378337214315,,91342793.0
1906211256.0,1684630739999,16681.09536649,50,1832394538.0,16035.23615185,0,60.491832162418824,66.66666666666667,,426327510.0
393165908.0,1684630799999,3440.20876332,4,706832.0,6.19184832,0,49.93618394686741,70.13963362451283,,411288908.2
286723593.0,1684630859999,2509.01190936,24,18047061.0,158.09225436,0,45.401238392985235,36.80630029117948,,408963860.4
1625344250.0,1684630919999,14217.02438966,24,2460993.0,21.55829868,0,49.60781061984791,12.764786509226125,,406720179.0
2654808523.0,1684630979999,23203.02649102,16,0.0,0.0,0,35.22226805512811,9.291819551379982,,370721884.8
61679188.0,1684631039999,539.52429437,5,44819125.0,392.16734375,0,48.36466727520975,39.06499327521978,,13206802.2
3208513.0,1684631099999,28.05506018,2,1265656.0,11.07449,0,43.70073131361642,49.41897023642446,,13318567.0
28542746.0,1684631159999,249.50278443,4,3918439.0,34.28634125,0,49.886081724017835,82.75230356975779,,10492842.6
85749149.0,1684631219999,749.73018926,3,28262700.0,247.298625,0,50.32718919467012,86.31246317925132,,15653184.0
66409583.0,1684631279999,580.84389918,4,42414376.0,371.12579,0,48.54693630134227,91.0447234139075,,24136059.2
34180637.0,1684631339999,298.73876738,6,0.0,0.0,0,49.031876512215405,84.52886076297169,,15172234.2
47578090.0,1684631399999,415.8325066,3,0.0,0.0,0,49.617004974881596,71.23142003699019,,14919103.0
102477434.0,1684631459999,895.67242316,5,1965000.0,17.19375,0,49.84824691232833,71.2190141075479,,14528415.2
81580230.0,1684631519999,713.0112102,4,0.0,0.0,0,47.56461802973164,44.401543425150386,,8875875.2
15168369.0,1684631579999,132.6897817,3,11823664.0,103.45706,0,5.6987915913569225,24.365650817798553,,2757732.8
132896751.0,1684631639999,1161.98806047,11,47045673.0,411.64963875,0,58.970012127782944,33.33333333333334,,12166867.4
312754126.0,1684631699999,2734.59553185,14,112447061.0,983.91178375,0,65.40672051332895,66.66666666666667,,34656279.6
33305713.0,1684631759999,291.29900431,8,20707269.0,181.18860375,0,52.385049714946554,92.7303508743931,,38404733.4
351078162.0,1684631819999,3068.67871407,9,25557819.0,223.63091625,0,53.320032946578586,85.98267777916897,,43516297.2
35034605.0,1684631879999,306.36932574,6,16687804.0,146.018285,0,45.96919330764595,52.64934444583563,,44489125.2
41374568.0,1684631939999,361.73868468,8,12496036.0,109.340315,0,51.813737075008866,36.6084436671559,,37579197.8
73719121.0,1684631999999,645.03037485,5,72525731.0,634.60014625,0,59.347827163933545,43.35611676238003,,29594931.8
0.0,1684632059999,0.0,0,0.0,0.0,0,46.596091196424055,44.91805473878878,,25453478.0
1606555942.0,1684632119999,14034.74625775,41,17156733.0,149.94984642,0,46.97987594913236,37.41342239637543,,23773260.8
111500584.0,1684632179999,973.48061787,4,8051955.0,70.3740867,0,51.04612655796456,15.712584625159757,,22046091.0
91358091.0,1684632239999,797.57283843,9,1670400.0,14.599296,0,50.213481828348556,23.606589591582093,,19880963.8
30522136.0,1684632299999,266.45824728,6,0.0,0.0,0,49.74867821238703,44.703134867508396,,5375817.6
23761186.0,1684632359999,207.48302047,6,4786669.0,41.83548706,0,50.60782365628217,62.81095830482834,,6333151.4
100485236.0,1684632419999,877.24957815,6,1346787.0,11.77091838,0,48.64067639345896,53.35501536199725,,3171162.2
2303107368.0,1684632479999,20106.21978346,28,9246082.0,80.81075668,0,44.72143895488544,29.74031899943761,,3409987.6
22850933.0,1684632539999,199.51336622,6,2472113.0,21.60626762,0,31.63538801468563,0.0,,3570330.2
42174130.0,1684632599999,368.20510248,5,2494758.0,21.80418492,0,45.61574677887876,24.562579502692813,,4069281.8
