OpenTimeStamp,Open,High,Close,Volume,CloseTimeStamp,rsi,stoch_rsi_smooth,wma,sma
1677456059999,9152.56894948,55,682374408.0,8772.84322668,0,,,,
1677456119999,33012.42253824,73,917974724.0,11796.69887437,0,100.0,,,
1677456179999,28389.29848894,53,1228328105.0,15751.78512154,0,100.0,,,
1677456239999,8409.96526962,38,90206289.0,1156.44462498,0,32.418599569056255,0.0,,
1677456299999,14157.72738018,33,9862402.0,126.3484764,0,30.942399352444212,0.0,,585749185.6
1677456359999,29640.54949787,104,70389039.0,900.82804688,0,33.23278177567286,1.1055420411133339,,463352111.8
1677456419999,13890.650434,57,269926561.0,3452.12437482,0,39.813504654892576,5.387525592652757,,333742479.2
1677456479999,47230.14886552,86,1713827043.0,21904.43394346,0,64.86935447181064,38.720858925986086,,430842266.8
1677456539999,855.51312415,17,13348723.0,170.73016717,0,43.528308182010036,49.98100938049496,,415470753.6
1677456599999,16775.20994886,33,0.0,0.0,0,43.41618474296791,56.42859406748795,,413498273.2
1677456659999,49265.01564382,57,1429178777.0,18288.05295605,0,55.64786213414317,44.16067738662168,,685256220.8
1677456719999,20899.0950657,41,548076593.0,7010.31024098,0,49.10378406681379,40.63221717529479,,740886227.2
1677456779999,50488.09631541,85,2620342663.0,33540.46737566,0,60.13077503737794,63.23598227009572,,922189351.2
1677456839999,11397.50307297,50,283522406.0,3626.25157274,0,48.324373501004075,51.958797877754996,,976224087.8
1677456899999,18374.39365513,22,974664472.0,12457.48065053,0,51.16055170699248,51.12902436416848,,1171156982.2
1677456959999,22307.69590833,57,504028441.0,6441.5698454,0,48.38652107951401,17.971153973032138,,986126915.0
1677457019999,14530.55616908,50,272498008.0,3482.87802059,0,46.251333026730684,8.182921712905793,,931011198.0
1677457079999,12153.62134103,31,623631009.0,7970.00429502,0,52.22967396690932,33.50879627553032,,531668867.2
1677457139999,7868.79580181,33,346212644.0,4428.24314716,0,51.38313068534338,61.94660976996381,,544206914.8
1677457199999,9987.10218333,21,88587237.0,1133.08522216,0,50.073640436798826,83.25858382383306,,366991467.8
1677457259999,5758.93996157,21,41424131.0,529.81463549,0,49.06380187683697,65.60668495673282,,274470605.8
1677457319999,4787.62864099,24,270742121.0,3462.25222683,0,43.43405307531616,36.99340852010234,,274119428.4
1677457379999,19426.57787405,56,110636708.0,1413.0390658,0,50.51481728038799,45.37361827441029,,171520568.2
1677457439999,26263.63443262,59,713296527.0,9108.26334399,0,53.552946293694525,63.02551714151054,,244937344.8
1677457499999,549.72318141,6,5687316.0,72.57015216,0,42.36039834650644,63.02551714151054,,228357360.6
1677457559999,47349.82465646,52,2299515499.0,29342.03707488,0,58.16197792176472,66.66666666666667,,679975634.2
1677457619999,9934.00126619,39,70419067.0,897.84310425,0,38.28815212836014,33.333333333333336,,639911023.4
1677457679999,9163.77517389,26,684385328.0,8730.92476941,0,52.18734467454619,56.64572537211012,,754660747.4
1677457739999,9455.85883747,20,101567398.0,1295.99999848,0,45.178873632373644,34.86984047312284,,632314921.6
1677457799999,1015.6414255,12,44143075.0,563.265637,0,47.339148630631385,50.05060569393729,,640006073.4
1677457859999,72062.99100528,85,3199876126.0,40830.41936776,0,62.65521273606558,60.07154698849384,,820078198.8
1677457919999,35324.39467818,52,1027276210.0,13118.60508061,0,51.50756025823028,60.58506030478825,,1011449627.4
1677457979999,9974.00516818,25,489906210.0,6256.1023017,0,50.52645353499805,55.6039520237477,,972553803.8
1677458039999,33990.40712473,42,1543769670.0,19698.53752708,0,55.03748011977933,39.02499160709721,,1260994258.2
1677458099999,7346.9883876,33,427187761.0,5457.17913785,0,51.243358083809234,28.92429061417735,,1337603195.4
1677458159999,14631.70051875,24,185083149.0,2366.6282464,0,49.72413920757809,18.724633674403453,,734644600.0
1677458219999,124.15372542,4,9714689.0,124.15372542,0,49.675304465742215,1.9702607577206115,,531132295.8
1677458279999,2191.41274308,7,166191171.0,2123.92316538,0,48.187773611168595,0.0,,466389288.0
1677458339999,9430.28470763,36,66695501.0,851.70154777,0,50.2105658038207,22.06661508639846,,170974454.2
1677458399999,4470.9767498,20,281085464.0,3589.46137528,0,41.86595024350763,22.06661508639846,,141753994.8
1677458459999,7470.60809121,20,219196345.0,2797.25514674,0,50.72644579536769,55.3999484197318,,148576634.0
1677458519999,2595.49152993,17,130555068.0,1665.88266768,0,47.149541119743915,53.21029109982874,,172744709.8
1677458579999,1647.00248823,19,20230098.0,258.13605048,0,49.55997087437202,82.15532615583155,,143552495.2
1677458639999,24882.22539698,45,1690755042.0,21582.1662435,0,57.58432417527244,82.15532615583155,,468364403.4
1677458699999,26855.72826059,34,1503894413.0,19204.75465401,0,39.24755239931878,62.278368389336144,,712926193.2
1677458759999,6143.04451962,21,412120213.0,5263.32608988,0,45.48055969416817,44.66394879645279,,751510966.8
1677458819999,26445.05105034,52,555420740.0,7098.2853872,0,50.51090654909929,31.805601077455645,,836484101.2
